No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
58,Jason Babin,35,LB,0,0,267,6-3,Western Michigan,5/24/1980,11,0,Houston Texans / 1st / 27th pick /2004,CRD,2015,2025-08-15 13:36:03
28,Justin Bethel,25,RCB,16,5,200,6-0,Presbyterian,6/17/1990,3,5,Arizona Cardinals / 6th / 177th pick /2012,CRD,2015,2025-08-15 13:36:03
35,Cariel Brooks,24,DB,3,0,200,5-10,Adams St.,4/24/1991,Rook,0,,CRD,2015,2025-08-15 13:36:03
13,Jaron Brown,25,WR,16,0,204,6-3,Clemson,1/8/1990,2,1,,CRD,2015,2025-08-15 13:36:03
12,John Brown,25,WR,15,11,178,5-11,Pittsburg St.,4/3/1990,1,10,Arizona Cardinals / 3rd / 91st pick /2014,CRD,2015,2025-08-15 13:36:03
71,Red Bryant,31,DE,6,0,326,6-5,Texas A&M,4/18/1984,7,0,Seattle Seahawks / 4th / 121st pick /2008,CRD,2015,2025-08-15 13:36:03
20,Deone Bucannon,23,RILB,16,16,211,6-1,Washington St.,8/30/1992,1,9,Arizona Cardinals / 1st / 27th pick /2014,CRD,2015,2025-08-15 13:36:03
2,Drew Butler,26,P,16,0,199,6-1,Georgia,5/10/1989,3,1,,CRD,2015,2025-08-15 13:36:03
93,Calais Campbell,29,LDE,16,16,315,6-8,Miami (FL),9/1/1986,7,10,Arizona Cardinals / 2nd / 50th pick /2008,CRD,2015,2025-08-15 13:36:03
7,Chandler Catanzaro,24,K,16,0,200,6-3,Clemson,2/26/1991,1,3,,CRD,2015,2025-08-15 13:36:03
29,Chris Clemons,30,DB,7,0,210,6-1,Clemson,9/15/1985,6,1,Miami Dolphins / 5th / 165th pick /2009,CRD,2015,2025-08-15 13:36:03
61,Jonathan Cooper,25,RG,14,9,308,6-2,North Carolina,1/19/1990,1,6,Arizona Cardinals / 1st / 7th pick /2013,CRD,2015,2025-08-15 13:36:03
54,Kenny Demens,25,LB,5,0,242,6-1,Michigan,2/4/1990,2,0,,CRD,2015,2025-08-15 13:36:03
38,Andre Ellington,26,RB,10,2,200,5-9,Clemson,2/3/1989,2,3,Arizona Cardinals / 6th / 187th pick /2013,CRD,2015,2025-08-15 13:36:03
85,Darren Fells,29,TE,14,12,270,6-7,UC Irvine,4/22/1986,1,3,,CRD,2015,2025-08-15 13:36:03
11,Larry Fitzgerald,32,WR,16,16,218,6-3,Pittsburgh,8/31/1983,11,11,Arizona Cardinals / 1st / 3rd pick /2004,CRD,2015,2025-08-15 13:36:03
15,Michael Floyd,26,WR,15,6,220,6-3,Notre Dame,11/27/1989,3,8,Arizona Cardinals / 1st / 13th pick /2012,CRD,2015,2025-08-15 13:36:03
54,Dwight Freeney,35,DE,11,0,268,6-1,Syracuse,2/19/1980,13,1,Indianapolis Colts / 1st / 11th pick /2002,CRD,2015,2025-08-15 13:36:03
59,Alani Fua,23,LB,16,0,228,6-5,BYU,1/1/1992,Rook,1,,CRD,2015,2025-08-15 13:36:03
10,Brittan Golden,27,WR,14,0,186,5-11,West Texas A&M,7/20/1988,2,0,,CRD,2015,2025-08-15 13:36:03
44,Markus Golden,24,ROLB,15,6,260,6-2,Missouri,3/13/1991,Rook,3,Arizona Cardinals / 2nd / 58th pick /2015,CRD,2015,2025-08-15 13:36:03
84,Jermaine Gresham,27,TE,15,12,260,6-5,Oklahoma,6/16/1988,5,2,Cincinnati Bengals / 1st / 21st pick /2010,CRD,2015,2025-08-15 13:36:03
95,Rodney Gunter,23,NT,16,11,305,6-5,Delaware St.,1/19/1992,Rook,5,Arizona Cardinals / 4th / 116th pick /2015,CRD,2015,2025-08-15 13:36:03
