No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr),Team,Year,Scraped_Date
31,Maurice Alexander,25,FS,14,14,220,6-2,Utah St.,2/16/1991,2,5,St. Louis Rams / 4th / 110th pick /2014,RAM,2016,2025-08-15 14:29:14
66,David Arkin,29,G,2,0,300,6-5,Missouri State,10/7/1987,3,0,Dallas Cowboys / 4th / 110th pick /2011,RAM,2016,2025-08-15 14:29:14
11,Tavon Austin,26,WR,15,15,179,5-8,West Virginia,3/15/1990,3,4,St. Louis Rams / 1st / 8th pick /2013,RAM,2016,2025-08-15 14:29:14
61,Tim Barnes,28,C,16,16,297,6-4,Missouri,5/14/1988,4,5,,RAM,2016,2025-08-15 14:29:14
26,Mark Barron,27,LLB,16,16,230,6-2,Alabama,10/27/1989,4,14,Tampa Bay Buccaneers / 1st / 7th pick /2012,RAM,2016,2025-08-15 14:29:14
18,Kenny Britt,28,WR,15,15,230,6-3,Rutgers,9/19/1988,7,6,Tennessee Titans / 1st / 30th pick /2009,RAM,2016,2025-08-15 14:29:14
90,Michael Brockers,26,RDT,14,14,297,6-5,LSU,12/21/1990,4,6,St. Louis Rams / 1st / 14th pick /2012,RAM,2016,2025-08-15 14:29:14
68,Jamon Brown,23,G,11,5,340,6-4,Louisville,3/15/1993,1,2,St. Louis Rams / 3rd / 72nd pick /2015,RAM,2016,2025-08-15 14:29:14
39,Malcolm Brown,23,RB,16,0,225,5-11,Texas,5/15/1993,1,0,,RAM,2016,2025-08-15 14:29:14
41,Marqui Christian,22,DB,11,0,195,5-11,Midwestern St.,10/27/1994,Rook,1,Arizona Cardinals / 5th / 167th pick /2016,RAM,2016,2025-08-15 14:29:14
10,Pharoh Cooper,21,WR,10,3,208,5-11,South Carolina,3/7/1995,Rook,1,Los Angeles Rams / 4th / 117th pick /2016,RAM,2016,2025-08-15 14:29:14
24,Blake Countess,23,DB,5,2,185,5-10,"Auburn,Michigan",8/8/1993,Rook,1,Philadelphia Eagles / 6th / 196th pick /2016,RAM,2016,2025-08-15 14:29:14
23,Benny Cunningham,26,RB,11,0,218,5-10,Middle Tenn. St.,7/7/1990,3,1,,RAM,2016,2025-08-15 14:29:14
38,Cody Davis,27,DB,15,3,205,6-2,Texas Tech,6/6/1989,3,2,,RAM,2016,2025-08-15 14:29:14
99,Aaron Donald,25,LDT,16,16,280,6-1,Pittsburgh,5/23/1991,2,15,St. Louis Rams / 1st / 13th pick /2014,RAM,2016,2025-08-15 14:29:14
64,Andrew Donnal,24,T,16,4,305,6-6,Iowa,3/3/1992,1,2,St. Louis Rams / 4th / 119th pick /2015,RAM,2016,2025-08-15 14:29:14
91,Dominique Easley,24,DT,16,0,263,6-2,Florida,4/28/1992,2,2,New England Patriots / 1st / 29th pick /2014,RAM,2016,2025-08-15 14:29:14
